,ph,Sulfate,Trihalomethanes,Hardness,Solids,Chloramines,Conductivity,Organic_carbon,Turbidity,Potability,ph_num
0,6.746641844921596,368.51644134980336,86.9909704615088,204.8904554713363,20791.318980747023,7.300211873184757,564.3086541722439,10.3797830780847,2.9631353806316407,0,7
1,3.71608007538699,334.50649522546973,56.32907628451764,129.42292051494425,18630.057857970347,6.635245883862,592.8853591348523,15.18001311635726,4.500656274942408,0,4
2,8.099124189298397,321.76809733513767,66.42009251176368,224.23625939355776,19909.541732292397,9.275883602694089,418.6062130644815,16.868636929550973,3.0559337496641685,0,9
3,8.316765884214679,356.88613564305666,100.34167436508008,214.3733940856225,22018.41744077529,8.05933237743854,363.2665161642437,18.436524495493305,4.628770536837084,0,9
4,9.092223456290965,310.13573752420444,31.997992727424737,181.10150923612525,17978.98633892625,6.546599974207941,398.4108133818447,11.558279443446397,4.075075425430034,0,10
5,5.584086638456089,326.6783629116736,54.91786184199447,188.3133237696164,28748.68773904612,7.54486878877965,280.4679159334877,8.399734640152758,2.5597082275565217,0,6
6,10.223862164528772,393.66339551509645,84.60355617402357,248.07173527013992,28749.716543528237,7.5134084658313025,283.6516335078445,13.789695317519886,2.672988736934779,0,11
7,8.635848718500734,303.3097711592812,62.79830896292516,203.3615225845705,13672.091763901635,4.563008685599703,474.6076449424485,12.36381669870525,4.401424715445482,0,9
8,7.409315271004283,268.646940746221,53.92884576751224,118.98857909025187,14285.583854224516,7.804173553073094,389.3755658712614,12.70604896865791,3.5950171809576155,0,8
9,11.180284470721592,404.04163468409,71.97660103221915,227.23146923797455,25484.50849098786,9.077200016914391,563.8854814810949,17.92780641128502,4.370561936655497,0,12
10,7.360640105838258,326.62435345560164,78.74001566430479,165.52079725952862,32452.614409143884,7.550700906704114,425.3834194953873,15.586810438033126,3.662291782852457,0,8
11,7.974521648923869,297.99934397220693,76.48591117965157,218.69330048866644,18767.65668181348,8.110384501123875,364.0982304620487,14.525745697593209,4.011718108339787,0,8
12,7.119824384264552,282.3440504739606,79.5007783369744,156.70499334039215,18730.813653342717,3.60603609050572,347.71502726194376,15.9295359088257,3.445756223321899,0,8
13,7.4557505131792565,299.41578134685847,76.5099955279583,150.1749233951362,27331.36196192776,6.838223470687509,379.7618348257725,19.370807181232124,4.413974182974902,0,8
14,7.49623220797336,328.8665464140432,70.30021264692436,205.34498215818516,28388.00488673697,5.072557773840631,444.6453523327066,13.228311099224529,4.777382337225378,0,8
15,6.347271760539316,364.4876872467604,75.07161728663777,186.73288066057611,41065.23476453935,9.629596276480584,516.743281893657,11.53978119153942,4.376348290691898,0,7
16,7.051785800016845,318.8215901628789,56.65160378979331,211.04940606054575,30980.600786788866,10.094796011661426,315.1412672443021,20.39702184072246,4.268428857506186,0,8
17,9.181560007151536,398.3505168222779,71.4573622129516,273.81380665980095,24041.32628006128,6.904989726470096,477.9746418621779,13.387340780225545,4.503660796179122,0,10
18,8.975464347533963,354.2571813804675,63.82123709666397,279.3571667700924,19460.398131232112,6.204320858892474,431.44398999034894,12.88875905430399,2.4360855903052734,0,9
19,7.371050302429531,335.75443859606526,62.79727715266126,214.49661045715655,25630.320036999725,4.432669290372123,469.9145514792359,12.509163940498697,2.5602991476149146,0,8
